qgi	qlen	sgi	sacc	slen	pident	nident	bitscore	evalue	staxids	superkingdom	phylum	class	order	family	genus	species	queryDesc	hostTaxid	hostInfo	condensedHostInfo	hostSpecies	virusTaxid	virusInfo	hitProtDesc	hitOrgDesc	numberOfProteins	numberOfHomologousProteins	fractionOfHomologousProteins
gi|422937658|ref|YP_007007861.1|	157	1033066264	WP_064376971	156	67.55	102	219.0	2e-69	717610	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio		hypothetical protein pVp-1_0038	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	1150989	Vibrio phage pVp-1	MULTISPECIES: anaerobic ribonucleoside-triphosphate reductase-activating protein	Vibrio harveyi group	157	43	0.2738853503184713
gi|422937660|ref|YP_007007863.1|	147	496065771	WP_008790278	146	45.83	66	110.0	2e-27	100883	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus		hypothetical protein pVp-1_0040	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	1150989	Vibrio phage pVp-1	MULTISPECIES: DUF1768 domain-containing protein	Coprobacillus	157	43	0.2738853503184713
gi|422937690|ref|YP_007007893.1|	88	916355700	WP_051080013	349	46.99	39	81.3	3e-16	243063	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio thiocyanodenitrificans	hypothetical protein pVp-1_0070	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	1150989	Vibrio phage pVp-1	DUF4326 domain-containing protein	Thioalkalivibrio thiocyanodenitrificans	157	43	0.2738853503184713
gi|422937704|ref|YP_007007907.1|	153	1121751004	WP_073955866	156	34.67	52	75.1	8e-14	1544451	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Thalassospira	Thalassospira sp. TSL5-1	hypothetical protein pVp-1_0084	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	1150989	Vibrio phage pVp-1	bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase	Thalassospira sp. TSL5-1	157	43	0.2738853503184713
gi|422937720|ref|YP_007007923.1|	246	800936236	WP_045964668	247	33.75	81	135.0	2e-34	28173	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio nigripulchritudo	hypothetical protein pVp-1_0100	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	1150989	Vibrio phage pVp-1	diadenosine tetraphosphatase	Vibrio nigripulchritudo	157	43	0.2738853503184713
gi|422937756|ref|YP_007007959.1|	222	1267222389	WP_098082313	384	37.59	50	93.6	6e-19	1890302	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus wiedmannii	hypothetical protein pVp-1_0136	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	1150989	Vibrio phage pVp-1	DUF2726 domain-containing protein	Bacillus wiedmannii	157	43	0.2738853503184713
gi|589890605|ref|YP_009006461.1|	1373	1057110713	WP_068506485	1764	37.16	152	219.0	2.9999999999999995e-54	316	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas stutzeri	hypothetical protein SHOU24_60	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	1414739	Vibrio phage SHOU24	phage tail tape measure protein	Pseudomonas stutzeri	96	36	0.375
gi|422936545|ref|YP_007006394.1|	393	1183851510	WP_085044349	362	28.46	107	130.0	2e-30	1708715	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Ensifer	Ensifer aridi	hypothetical protein VchM-138_0005	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	1127518	Vibrio phage vB_VchM-138	DUF2800 domain-containing protein	Ensifer aridi	67	41	0.6119402985074627
gi|422936580|ref|YP_007006429.1|	141	1332593127	WP_102642886	140	59.42	82	181.0	4.9999999999999994e-55	286	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas		hypothetical protein VchM-138_0040	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	1127518	Vibrio phage vB_VchM-138	MULTISPECIES: DUF4054 domain-containing protein	Pseudomonas	67	41	0.6119402985074627
gi|422936587|ref|YP_007006436.1|	381	515697767	WP_017130367	380	64.57	246	487.0	4.999999999999998e-168	46677	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas agarici	hypothetical protein VchM-138_0047	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	1127518	Vibrio phage vB_VchM-138	DUF3383 domain-containing protein	Pseudomonas agarici	67	41	0.6119402985074627
gi|589286286|ref|YP_009006084.1|	310	1140868592	WP_076722718	283	30.62	94	105.0	8e-23	135739	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter lutaoensis	hypothetical protein	669	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio harveyi	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio harveyi	1262539	Vibrio phage VH7D	6-pyruvoyl tetrahydropterin reductase	Marinobacter lutaoensis	327	108	0.3302752293577982
gi|589286301|ref|YP_009006099.1|	192	1238725720	WP_095369105	190	47.45	93	181.0	1e-53	2025950	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas sp. NBT06-2	hypothetical protein	669	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio harveyi	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio harveyi	1262539	Vibrio phage VH7D	SAM-dependent methyltransferase	Pseudoalteromonas sp. NBT06-2	327	108	0.3302752293577982
gi|589286318|ref|YP_009006116.1|	89	1057051243	WP_068458962	114	44.19	38	75.9	3e-15	121290	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium sulfonivorans	hypothetical protein	669	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio harveyi	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio harveyi	1262539	Vibrio phage VH7D	DUF2493 domain-containing protein	Hyphomicrobium sulfonivorans	327	108	0.3302752293577982
gi|589286423|ref|YP_009006221.1|	109	947619235	WP_056282260	118	39.81	41	75.1	1e-14	1736295	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Dyadobacter	Dyadobacter sp. Leaf189	hypothetical protein	669	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio harveyi	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio harveyi	1262539	Vibrio phage VH7D	DUF3307 domain-containing protein	Dyadobacter sp. Leaf189	327	108	0.3302752293577982
gi|589286447|ref|YP_009006245.1|	84	1254185105	WP_097114777	105	53.75	43	89.4	1.0000000000000001e-20	194196	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Alysiella	Alysiella filiformis	hypothetical protein	669	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio harveyi	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio harveyi	1262539	Vibrio phage VH7D	permease	Alysiella filiformis	327	108	0.3302752293577982
gi|589286458|ref|YP_009006256.1|	98	1224343248	WP_092368630	100	77.89	74	160.0	5e-48	1227549	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Cribrihabitans	Cribrihabitans marinus	hypothetical protein	669	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio harveyi	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio harveyi	1262539	Vibrio phage VH7D	DUF2829 domain-containing protein	Cribrihabitans marinus	327	108	0.3302752293577982
gi|589286500|ref|YP_009006298.1|	209	506529016	WP_015996028	217	32.84	66	114.0	2e-27	2	Bacteria							hypothetical protein	669	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio harveyi	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio harveyi	1262539	Vibrio phage VH7D	MULTISPECIES: 59 protein	Bacteria	327	108	0.3302752293577982
gi|589286546|ref|YP_009006344.1|	242	1248089994	WP_096593362	247	35.57	90	125.0	9e-31	1954171	Bacteria	Cyanobacteria		Nostocales	Rivulariaceae	Calothrix	Calothrix sp. NIES-2098	hypothetical protein	669	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio harveyi	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio harveyi	1262539	Vibrio phage VH7D	phosphoesterase	Calothrix sp. NIES-2098	327	108	0.3302752293577982
gi|48696689|ref|YP_024983.1|	192	504589811	WP_014776913	224	35.17	51	90.1	2e-18	73141	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thiocystis	Thiocystis violascens	hypothetical protein VP5_gp24	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	260827	Vibrio phage VP5	HD domain-containing protein	Thiocystis violascens	48	20	0.4166666666666667
gi|229604943|ref|YP_002875643.1|	209	896434747	WP_049367449	170	36.76	68	108.0	2e-25	727	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	Haemophilus influenzae	hypothetical protein VPP93_gp19	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	641832	Vibrio phage VP93	pyrophosphatase	Haemophilus influenzae	44	21	0.4772727272727273
gi|229604965|ref|YP_002875665.1|	137	740125248	WP_037973903	125	41.46	51	101.0	2.9999999999999996e-24	2754	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Synergistes	Synergistes jonesii	hypothetical protein VPP93_gp41	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	641832	Vibrio phage VP93	DUF882 domain-containing protein	Synergistes jonesii	44	21	0.4772727272727273
gi|658311227|ref|YP_009043931.1|	124	1173332158	WP_081189083	119	53.85	63	129.0	2e-35	1963024	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	Geobacillus sp. 44C	hypothetical protein SBVcX29_0060	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	1500713	Vibrio phage X29	head decoration protein	Geobacillus sp. 44C	67	45	0.6716417910447762
gi|658311224|ref|YP_009043928.1|	109	1261191494	WP_097745495	114	43.12	47	107.0	6e-27	562	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	hypothetical protein SBVcX29_0057	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	1500713	Vibrio phage X29	sugar transporter	Escherichia coli	67	45	0.6716417910447762
gi|697424993|ref|YP_009091831.1|	147	491575697	WP_005433274	91	53.41	47	109.0	1e-27	40545	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella wadsworthensis	hypothetical protein SBVcX29_0049	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	1500713	Vibrio phage X29	phage tail assembly protein	Sutterella wadsworthensis	67	45	0.6716417910447762
gi|658311217|ref|YP_009043921.1|	92	491575697	WP_005433274	91	54.55	48	110.0	5e-29	40545	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella	Sutterella wadsworthensis	hypothetical protein SBVcX29_0050	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	1500713	Vibrio phage X29	phage tail assembly protein	Sutterella wadsworthensis	67	45	0.6716417910447762
gi|658311181|ref|YP_009043885.1|	110	1331182597	WP_102596235	114	70.18	80	158.0	3.9999999999999994e-47	562	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia	Escherichia coli	hypothetical protein SBVcX29_0014	666	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio cholerae	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio cholerae	1500713	Vibrio phage X29	DUF1064 domain-containing protein	Escherichia coli	67	45	0.6716417910447762
gi|21234385|ref|NP_640295.1|	192	506600369	WP_016064809	187	32.63	62	92.8	1e-19	1537702	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	Delftia sp. 670	hypothetical protein VpV262p34	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	194802	Vibrio phage VpV262	HNH endonuclease	Delftia sp. 670	67	14	0.20895522388059698
gi|21234390|ref|NP_640300.1|	156	654356993	WP_027849445	165	50.83	61	119.0	2e-30	64974	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Marinospirillum	Marinospirillum minutulum	hypothetical protein VpV262p39	670	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Vibrionales Vibrionaceae Vibrio Vibrio harveyi group Vibrio parahaemolyticus	Proteobacteria Gammaproteobacteria Vibrionales	Vibrio parahaemolyticus	194802	Vibrio phage VpV262	phosphatase	Marinospirillum minutulum	67	14	0.20895522388059698
gi|713322920|ref|YP_009102868.1|	536	1178857928	WP_083237449	177	44.08	67	130.0	7.999999999999999e-32	32008	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia		hypothetical protein DA66_0028	204037	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Dickeya	Proteobacteria Gammaproteobacteria Enterobacteriales	Dickeya	1477406	Dickeya phage RC-2014	MULTISPECIES: TIGR02594 family protein	Burkholderia	196	73	0.3724489795918368
gi|713322914|ref|YP_009102883.1|	218	506516445	WP_015983678	219	49.35	38	81.3	3.9999999999999995e-15	28901	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Salmonella	Salmonella enterica	hypothetical protein DA66_0043	204037	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Dickeya	Proteobacteria Gammaproteobacteria Enterobacteriales	Dickeya	1477406	Dickeya phage RC-2014	HNH endonuclease	Salmonella enterica	196	73	0.3724489795918368
gi|713322938|ref|YP_009102935.1|	140	1224982116	WP_092997081	132	32.8	41	68.9	5.9999999999999995e-12	1798184	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Sarcina	Sarcina sp. DSM 11001	hypothetical protein DA66_0095	204037	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Dickeya	Proteobacteria Gammaproteobacteria Enterobacteriales	Dickeya	1477406	Dickeya phage RC-2014	DUF2493 domain-containing protein	Sarcina sp. DSM 11001	196	73	0.3724489795918368
gi|713322941|ref|YP_009102961.1|	1612	836661280	WP_047809300	1105	25.36	159	180.0	2.9999999999999996e-42	476652	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfosporosinus	Desulfosporosinus acididurans	hypothetical protein DA66_0121	204037	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Dickeya	Proteobacteria Gammaproteobacteria Enterobacteriales	Dickeya	1477406	Dickeya phage RC-2014	DUF4815 domain-containing protein	Desulfosporosinus acididurans	196	73	0.3724489795918368
gi|713323035|ref|YP_009102964.1|	63	1169127600	WP_080469621	698	55.74	34	76.3	4e-14	354276	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter		hypothetical protein DA66_0124	204037	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Enterobacteriales Enterobacteriaceae Dickeya	Proteobacteria Gammaproteobacteria Enterobacteriales	Dickeya	1477406	Dickeya phage RC-2014	MULTISPECIES: right-handed parallel beta-helix repeat-containing protein	Enterobacter cloacae complex	196	73	0.3724489795918368
gi|448245174|ref|YP_007392891.1|	314	825296456	WP_047135168	329	65.72	209	400.0	1.9999999999999995e-135	1547516	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	Luteimonas sp. FCS-9	hypothetical protein	346	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Xanthomonas Xanthomonas citri group Xanthomonas citri	Proteobacteria Gammaproteobacteria Xanthomonadales	Xanthomonas citri	1188795	Xanthomonas citri phage CP2	phage Gp37/Gp68 family protein	Luteimonas sp. FCS-9	40	38	0.95
gi|448245176|ref|YP_007392893.1|	151	518014771	WP_019184979	146	61.9	91	169.0	4e-50	40324	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	Stenotrophomonas maltophilia	hypothetical protein	346	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Xanthomonas Xanthomonas citri group Xanthomonas citri	Proteobacteria Gammaproteobacteria Xanthomonadales	Xanthomonas citri	1188795	Xanthomonas citri phage CP2	RusA family crossover junction endodeoxyribonuclease	Stenotrophomonas maltophilia	40	38	0.95
gi|448245178|ref|YP_007392895.1|	200	981897066	WP_060082039	270	44.72	89	127.0	4.999999999999999e-32	60552	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia vietnamiensis	hypothetical protein	346	root cellular organisms Bacteria Proteobacteria Gammaproteobacteria Xanthomonadales Xanthomonadaceae Xanthomonas Xanthomonas citri group Xanthomonas citri	Proteobacteria Gammaproteobacteria Xanthomonadales	Xanthomonas citri	1188795	Xanthomonas citri phage CP2	peptidase	Burkholderia vietnamiensis	40	38	0.95
